Name,Region,Scientific Name,Sun Exposure,Rating
Austrian Pine,4,Pinus nigra,sun,7.00
Mugo Pine,4,Pinus mugo,"sun, partial sun",7.00
Japanese Black Pine,4,Pinus thunbergiana,sun,7.00
Purpleleaf Plum,4,Prunus cerasifera,"sun, partial sun",7.00
Shumard Oak,4,Quercus shumardii,sun,7.00
Caladium,4,Caladium x hortulanum,shade,7.00
Mimosa,4,Albizia julibrissin,sun,7.00
Southern Catalpa or Indian Bean Tree,4,Catalpa bignonioides,sun,7.00
Gazania,4,Gazania spp.,sun,7.00
Japanese Flowering Quince,4,Chaenomeles japonica,"sun, partial sun",7.00
Canna,4,Canna x generalis,"sun, partial sun",7.00
Roses,4,Rosa spp.,"sun, partial sun",7.00
Mediterranean Fan Palm,4,Chamaerops humilis,sun,7.00
Daylily,4,Hemerocallis spp.,"sun, partial sun",7.00
Evening Primrose,4,Oenothera speciosa,"sun, partial sun",7.00
Lombardy Poplar,4,Populus nigra,sun,7.00
Common Smokebush,4,Cotinus coggygria,"sun, partial sun",7.00
Mandevilla,4,Mandevilla x amabilis,"sun, partial sun",7.00
Silver Maple,4,Acer saccharinum,sun,7.00
Bougainvillea or Tissue-Paper Flower,4,Bougainvillea spectabilis,"sun, partial sun",7.00
Border Forsythia,4,Forsythia x intermedia,"sun, partial sun",7.00
Lanceleaf Coreopsis,4,Coreopsis lanceolata,"sun, partial sun",7.00
Chinese Fringe Flower or Chinese Witchhazel,4,Loropetalum chinense,"sun, partial sun",7.00
American Elm,4,Ulmus americana,sun,7.00
Copper Plant,4,Acalypha wilkesiana,"sun, partial sun, shade",7.00
Fremont Cottonwood,4,Populus fremontii,sun,7.00
Pineapple Guava,4,Feijoa sellowiana (Acca sellowiana),"sun, partial sun",7.00
Southern Magnolia,4,Magnolia grandiflora,"sun, partial sun",7.00
White Ash,4,Fraxinus americana,sun,7.00
Mexican Heather,4,Cuphea hyssopifolia,"sun, partial sun",7.00
Tulip Poplar or Tuliptree,4,Liriodendron tulipifera,"sun, partial sun",7.00
Jelly Palm or Pindo Palm,4,Butia capitata (Cocos australis),sun,7.00
Blue Plumbago,4,Plumbago auriculata,"sun, partial sun",7.00
Camphor Tree,4,Cinnamomum camphora,"sun, partial sun",7.00
Pin Oak,4,Quercus palustris,sun,7.00
Japanese Pagoda Tree,4,Sophora japonica,"sun, partial sun",7.00
Washington Hawthorn,4,Crataegus phaenopyrum,"sun, partial sun",7.00
Big Periwinkle,4,Vinca major,"partial sun, shade",7.00
Bumald Spirea,4,Spiraea x bumalda,"sun, partial sun",7.00
Columbine,4,Aquilegia x hybrida,"partial sun, shade",6.21
Shagbark Hickory,4,Carya ovata,"sun, partial sun",6.20
European Beech,4,Fagus sylvatica,"sun, partial sun, shade",6.20
Pecan,4,Carya illinoinensis,sun,6.20
Northern Red Oak,4,Quercus rubra,sun,6.20
Eastern Cottonwood or Eastern Poplar,4,Populus deltoides,sun,6.20
Common Lilac,4,Syringa vulgaris,sun,6.20
Northern Bayberry,4,Myrica pensylvanica,"sun, partial sun",6.20
Croton,4,Codiaeum variegatum,"partial sun, shade",6.20
Colorado Fir,4,Abies concolor,"sun, partial sun",6.20
Black Walnut,4,Juglans nigra,sun,6.20
Norway Spruce,4,Picea abies,"sun, partial sun",6.20
Hardy Chrysanthemum,4,Chrysanthemum x morifolium (Dendranthema x morifolium),"sun, partial sun",6.01
Snapdragon,4,Antirrhinum majus,"sun, partial sun",6.01
Carnation,4,Dianthus caryophyllus,"sun, partial sun",6.01
Ornamental Cabbage and     Ornamental Kale,4,Brassica oleracea,"sun, partial sun",6.01
Blue Daze,4,Evolvulus nuttallianus,"sun, partial sun",6.00
American Beech,4,Fagus grandifolia,"sun, partial sun, shade",6.00
Citrus,4,Citrus spp.,"sun, partial sun",6.00
Callery Pear,4,Pyrus calleryana,sun,6.00
Needle Palm,4,Rhapidophyllum hystrix,"sun, partial sun, shade",6.00
Coleus or Painted Nettle,4,Coleus x hybridus (Solenostemon scutellariodes),"sun, partial sun, shade",6.00
Star Magnolia,4,Magnolia stellata,"sun, partial sun",6.00
Euryops Daisy,4,Euryops pectinatus,"sun, partial sun",6.00
Winged Euonymus or Burningbush,4,Euonymus alatus,"sun, partial sun",6.00
Dwarf French Marigold,4,Tagetes patula,"sun, partial sun",6.00
American Smokebush or Texas Smokebush,4,Cotinus obovatus,sun,6.00
African Marigold or             American Marigold,4,Tagetes erecta,"sun, partial sun",6.00
Willow Oak,4,Quercus phellos,sun,6.00
Holly Fern,4,Cyrtomium falcatum,shade,6.00
Pussy Willow,4,Salix discolor,"sun, partial sun",6.00
Hinckley's Columbine,4,Aquilegia chrysantha var. hinckleyana,"partial sun, shade",6.00
Banana,4,Musa x paradisiaca,"sun, partial sun",6.00
English Walnut,4,Juglans regia,sun,6.00
Maki or Japanese Yew,4,Podocarpus macrophyllus var. maki,"sun, partial sun, shade",6.00
Split-Leaf Philodendron,4,Philodendron selloum,"partial sun, shade",6.00
Pentas or Egyptian Star,4,Pentas lanceolata,"sun, partial sun",6.00
Red Tip Photinia,4,Photinia x fraseri,"sun, partial sun",6.00
Blue Colorado Spruce,4,Picea pungens f. glauca,sun,6.00
Hostas or Plantain Lilies,4,Hosta spp.,"partial sun, shade",6.00
Cast Iron Plant,4,Aspidistra elatior,"partial sun, shade",6.00
Apple,4,Malus x domestica,sun,6.00
Flowering Crabapples,4,Malus spp.,sun,6.00
Barbados Cherry,4,Malpighia glabra,"sun, partial sun",6.00
New Guinea Hybrid Impatiens,4,Impatiens,shade,6.00
Sweet Mock Orange,4,Philadelphus coronarius,"sun, partial sun",6.00
Slash Pine,4,Pinus elliottii,sun,6.00
Sweetbay Magnolia,4,Magnolia virginiana,"sun, partial sun",6.00
Climbing Fig or Creeping Fig,4,Ficus pumila,"sun, partial sun, shade",6.00
Saucer Magnolia,4,Magnolia x soulangiana,"sun, partial sun",6.00
Leatherleaf Mahonia,4,Mahonia bealei,shade,6.00
Kumquat,4,Fortunella margarita,"sun, partial sun",6.00
Yellow Flag,4,Iris pseudacorus,"sun, partial sun, shade",5.40
Petunia,4,Petunia x hybrida,"sun, partial sun",5.21
Oakleaf Hydrangea,4,Hydrangea quercifolia,"partial sun, shade",5.20
Foster's Holly,4,Ilex x attenuata,"sun, partial sun",5.20
Canadian Hemlock,4,Tsuga canadensis,"sun, partial sun",5.20
Japanese Maple,4,Acer palmatum,"partial sun, shade",5.20
Drummond Red Maple,4,Acer rubrum var. drummondii,sun,5.20
"Gladiola, Glads, or Sword Lily",4,Gladiolus x hortulanus,sun,5.20
Tropical Hibiscus,4,Hibiscus rosa-sinensis,"sun, partial sun",5.20
Vinca or Periwinkle,4,Catharanthus roseus,"sun, partial sun",5.20
Horsetail,4,Equisetum hyemale,"sun, partial sun, shade",5.20
Sugar Maple,4,Acer saccharum,"sun, partial sun",5.20
Giant Sequoia,4,Sequoiadendron giganteum,"sun, partial sun",5.20
Yews,4,Taxus spp.,"sun, partial sun, shade",5.20
Bush Cinquefoil,4,Potentilla fruticosa,"sun, partial sun",5.20
Quaking Aspen,4,Populus tremuloides,sun,5.20
Banyan Tree,4,Ficus benghalensis,sun,5.20
Witchhazels,4,Hamamelis spp.,"sun, partial sun",5.00
"Impatiens, Sultana, or Busy Lizzy",4,Impatiens wallerana,shade,5.00
Peach or Nectarine,4,Prunus persica,sun,5.00
"Bugleweed, Ajuga, or Carpetweed",4,Ajuga reptans,"partial sun, shade",5.00
American Holly,4,Ilex opaca,"sun, partial sun",5.00
Eastern White Pine,4,Pinus strobus,sun,5.00
Periwinkle,4,Vinca minor,shade,5.00
Boxwoods,4,Buxus spp.,"sun, partial sun",5.00
Waxleaf Begonia,4,Begonia semperflorens-cultorum,"sun, partial sun, shade",5.00
Loblolly Pine,4,Pinus taeda,sun,5.00
Coconut Palm,4,Cocos nucifera,sun,4.40
Bigleaf Hydrangea,4,Hydrangea macrophylla,partial sun,4.40
Dawn Redwood,4,Metasequoia glyptostroboides,"sun, partial sun",4.40
Elephant's Ear,4,Colocasia esculenta,"sun, partial sun, shade",4.40
Coast Redwood,4,Sequoia sempervirens,"sun, partial sun",4.40
English Holly,4,Ilex aquifolium,"sun, partial sun",4.40
Paper Birch,4,Betula papyrifera,sun,4.20
River Birch,4,Betula nigra,sun,4.20
Gardenia,4,Gardenia augusta,"partial sun, shade",4.20
Japanese Barberry,4,Berberis thunbergii,"sun, partial sun",4.20
Weeping Fig,4,Ficus benjamina,"sun, partial sun, shade",4.20
Rhododendrons or Azaleas,4,Rhododendron spp.,"sun, partial sun, shade",3.40
Sasanqua Camellia,4,Camellia sasanqua,"sun, partial sun",3.40
Japanese Camellia,4,Camellia japonica,"partial sun, shade",3.40
Flowering Dogwood,4,Cornus florida,sun,2.60
Papaya,4,Carica papaya,sun,0.00
Chinese Chestnut,4,Castanea mollissima,sun,0.00
Inland Sea Oats,4,Chasmanthium latifolium,"sun, partial sun, shade",0.00
American Chestnut,4,Castanea dentata,"sun, partial sun, shade",0.00
Poinsettia,4,Euphorbia pulcherrima,"sun, partial sun",0.00
Eastern Redbud,4,Cercis canadensis var. canadensis,sun,0.00
Firecracker or Spicy Jatropha,4,Jatropha integerrima,"sun, partial sun",0.00
Date Palm,4,Phoenix dactylifera,"sun, partial sun",0.00
Flame-Of-The-Woods,4,Ixora coccinea,"sun, partial sun",0.00
Jacaranda,4,Jacaranda mimosifolia,"sun, partial sun",0.00
Flowering Maples,4,Abutilon spp.,"sun, partial sun, shade",0.00
Chenille Plant,4,Acalypha hispida,"sun, partial sun",0.00
Sea Oats,4,Uniola paniculata,"sun, partial sun",0.00
Weigela,4,Weigela florida,"sun, partial sun",0.00
Plumeria,4,Plumeria rubra,sun,0.00
Giant Alocasia,4,Alocasia macrorrhiza,"partial sun, shade",0.00
Hedge Bamboo,4,Bambusa multiplex,"sun, partial sun",0.00
Little Bluestem,4,Schizachyrium scoparium,"sun, partial sun",0.00
Schefflera,4,Schefflera spp.,"sun, partial sun, shade",0.00
Japanese Cryptomeria,4,Cryptomeria japonica,"sun, partial sun",0.00
Fairy Duster,4,Calliandra eriophylla,"sun, partial sun",0.00
Butterfly Ginger,4,Hedychium coronarium,"sun, partial sun",0.00
Firebush,4,Hamelia patens,sun,0.00
Groundsel Tree or Eastern Baccharis,4,Baccharis halimifolia,sun,0.00
Caricature Plant,4,Graptophyllum pictum,"sun, partial sun, shade",0.00
Variegated Shell Ginger,4,Alpinia zerumbet 'Variegata',"sun, partial sun, shade",0.00
Bottlebrush Buckeye,4,Aesculus parviflora,"sun, partial sun, shade",0.00
Japanese Blueberry Tree,4,Elaeocarpus decipiens,"sun, partial sun",0.00
Chinese Pistachio,4,Pistacia chinensis,"sun, partial sun",0.00
Queen Palm,4,"Syagrus romanzoffiana (Cocos plumosa, Arecastrum romanzoffianum)","sun, partial sun",0.00
Variegated Tapioca,4,Manihot esculenta,"sun, partial sun",0.00
Honey Myrtles,4,Melaleuca spp.,"sun, partial sun",0.00
Mexican Feathergrass,4,Stipa tenuissima (Nassella tenuissima),"sun, partial sun",0.00
Australian Pine,4,Casuarina equisetifolia,"sun, partial sun",0.00
Muhly Grasses,4,Muhlenbergia spp.,"sun, partial sun",0.00
"Golden Dewdrop, Brazilian Sky Flower",4,Duranta erecta (Duranta repens),"sun, partial sun",0.00
European Horsechestnut,4,Aesculus hippocastanum,sun,0.00
Sugarcane,4,Saccharum officinarum,"sun, partial sun",0.00
Name,Region,Scientific Name,Sun Exposure,Rating
Indian Paintbrush,5,Castilleja indivisa,"sun, partial sun",See note regarding cool season annuals
Ash Juniper,5,Juniperus ashei,sun,10.00
Lacey Oak,5,Quercus laceyi (Quercus glaucoides),sun,10.00
Primrose Jasmine,5,Jasminum mesnyi,"sun, partial sun",10.00
Agarito,5,Berberis trifoliolata,"sun, partial sun",10.00
Ocotillo,5,Fouquieria splendens,sun,10.00
Mexican Hat,5,Ratibida columnaris,"sun, partial sun",10.00
Fragrant Sumac,5,Rhus aromatica,sun,10.00
Smooth Sumac,5,Rhus glabra,sun,10.00
Prairie Flameleaf Sumac,5,Rhus lanceolata,sun,10.00
Purslane,5,Portulaca oleracea,"sun, partial sun",10.00
White Sage,5,Artemisia ludoviciana,"sun, partial sun",10.00
Thornless Common Honeylocust,5,Gleditsia triacanthos var. inermis,sun,10.00
Honey Mesquite,5,Prosopis glandulosa,"sun, partial sun",10.00
Desert Willow,5,Chilopsis linearis,sun,10.00
Creosote Bush,5,Larrea tridentata,sun,10.00
Plains Coreopsis or Tick-Seed,5,Coreopsis tinctoria,"sun, partial sun",10.00
Retama or Jerusalem Thorn,5,Parkinsonia aculeata,sun,10.00
Possumhaw,5,Ilex decidua,"sun, partial sun, shade",10.00
Red Yucca,5,Hesperaloe parviflora,"sun, partial sun",10.00
Dwarf Pampas Grass,5,Cortaderia selloana,"sun, partial sun",10.00
Texas Pistachio,5,Pistacia mexicana (Pistacia texana),sun,10.00
Goldenball Leadtree,5,Leucaena retusa,"sun, partial sun",10.00
Rose Moss or Moss Rose,5,Portulaca grandiflora,"sun, partial sun",10.00
Apache Plume,5,Fallugia paradoxa,"sun, partial sun",10.00
Sweet Acacia,5,Acacia farnesiana,sun,10.00
Century Plant,5,Agave americana,sun,10.00
Catclaw Acacia,5,Acacia greggii,sun,10.00
Texas Persimmon,5,Diospyros texana,sun,10.00
Texas Kidneywood,5,Eysenhardtia texana,"sun, partial sun",10.00
Russian Olive or Oleaster,5,Elaeagnus angustifolia,sun,10.00
Chittamwood or Woollybucket Bumelia,5,Sideroxylon lanuginosum (Bumelia lanuginosa),"sun, partial sun",10.00
Flame Acanthus,5,Anisacanthus quadrifidus var. wrightii,"sun, partial sun",10.00
Texas Madrone,5,Arbutus xalapensis,"sun, partial sun",10.00
Western Soapberry,5,Sapindus drummondii,sun,10.00
Texas Bluebonnet,5,Lupinus texensis,"sun, partial sun",9.01
Common Morning Glory,5,Ipomoea purpurea,sun,9.00
Chisos Rosewood,5,Vauquelinia angustifolia,sun,9.00
Chaste Tree,5,Vitex agnus-castus,"sun, partial sun",9.00
Tree Cholla,5,Opuntia imbricata,sun,9.00
"Anacahuite, Texas Olive, or Mexican Olive",5,Cordia boissieri,"sun, partial sun",9.00
Eastern Redcedar,5,Juniperus virginiana,sun,9.00
Shrimp Plant,5,Justicia brandegeana,"sun, partial sun, shade",9.00
Violet Silverleaf,5,Leucophyllum candidum,sun,9.00
"Texas Sage, Cenizo, or Texas Ranger",5,Leucophyllum frutescens,sun,9.00
"Fiddleleaf Morning Glory, Railroad Vine, or Goat-Foot Morning Glory",5,Ipomoea pes-caprae,sun,9.00
Osage Orange (Horse Apple),5,Maclura pomifera,"sun, partial sun",9.00
Yaupon,5,Ilex vomitoria,"sun, partial sun",9.00
Staghorn Sumac,5,Rhus typhina,sun,9.00
Mexican Elder,5,Sambucus mexicana,"sun, partial sun",9.00
Post Oak,5,Quercus stellata,sun,9.00
Montezuma Cypress,5,Taxodium mucronatum (Taxodium distichum var. mexicanum),"sun, partial sun",9.00
Cross Vine,5,Bignonia capreolata,"sun, partial sun",9.00
Arizona Cypress,5,Cupressus arizonica,sun,9.00
Jelly Palm or Pindo Palm,5,Butia capitata (Cocos australis),sun,9.00
Cedar Elm,5,Ulmus crassifolia,sun,9.00
Hen-And-Chicks,5,Sempervivum tectorum,sun,9.00
Thorny Elaeagnus,5,Elaeagnus pungens,"sun, partial sun",9.00
Showy Stonecrop Sedum,5,Sedum spectabile,"sun, partial sun",9.00
Rosemary,5,Rosmarinus officinalis,sun,9.00
Escarpment Live Oak,5,Quercus fusiformis (Quercus virginiana var. fusiformis),sun,9.00
Dwarf Pomegranate,5,Punica granatum var. nana,"sun, partial sun",9.00
Common Trumpetcreeper,5,Campsis radicans,"sun, partial sun",9.00
Monterey Oak or Mexican White Oak,5,Quercus polymorpha,sun,9.00
Dwarf Cattail,5,Typha minima,"sun, partial sun",8.20
Pond Baldcypress,5,Taxodium ascendens (Taxodium distichum var. imbricarium),"sun, partial sun",8.20
Narrowleaf Cattail,5,Typha angustifolia,"sun, partial sun, shade",8.20
"Arizona Ash, Velvet Ash or Modesto Ash",5,Fraxinus velutina,sun,8.20
Canary Island Date Palm,5,Phoenix canariensis,sun,8.20
Engelman's Prickly Pear,5,Opuntia engelmannii,sun,8.20
"Daffodils, Jonquils, Paperwhites, or Narcissus",5,Narcissus spp.,sun,8.01
Texas Ash,5,Fraxinus texensis,sun,8.00
Gazania,5,Gazania spp.,sun,8.00
Common Sunflower,5,Helianthus annuus,sun,8.00
Chinese Parasol Tree,5,Firmiana simplex,"sun, partial sun",8.00
Sotol or Desert Spoon,5,Dasylirion spp.,sun,8.00
Ice Plants,5,Delosperma spp.,"sun, partial sun",8.00
Sandpaper Tree,5,Ehretia anacua,"sun, partial sun",8.00
Lanceleaf Coreopsis,5,Coreopsis lanceolata,"sun, partial sun",8.00
Beach Morning Glory,5,Ipomoea stolonifera,sun,8.00
Mexican Zinnia,5,Zinnia angustifolia (Zinnia linearis),sun,8.00
Bur Oak,5,Quercus macrocarpa,sun,8.00
Live Oak,5,Quercus virginiana,sun,8.00
Black Locust,5,Robinia pseudoacacia,"sun, partial sun",8.00
Glossy Abelia,5,Abelia x grandiflora,"sun, partial sun",8.00
Eve's Necklace,5,Sophora affinis,"sun, partial sun, shade",8.00
Texas Mountain Laurel,5,Sophora secundiflora,"sun, partial sun",8.00
Tree Yellow Bells,5,Tecoma stans var. stans,"sun, partial sun",8.00
Mexican Buckeye,5,Ungnadia speciosa,"sun, partial sun",8.00
Mexican Fan Palm,5,Washingtonia robusta,"sun, partial sun",8.00
Leyland Cypress,5,X Cupressocyparis leylandii,"sun, partial sun",8.00
Spanish Daggers or Yucca,5,Yucca spp.,sun,8.00
Yellow Bird Of Paradise,5,Caesalpinia gilliesii,sun,8.00
Pride-Of-Barbados,5,Caesalpinia pulcherrima,sun,8.00
Winter Honeysuckle,5,Lonicera fragrantissima,"sun, partial sun",8.00
Sugar Hackberry or Southern Hackberry,5,Celtis laevigata,sun,8.00
Chinkapin Oak,5,Quercus muehlenbergii,sun,8.00
Southern Waxmyrtle,5,Myrica cerifera,"sun, partial sun",8.00
Common Oleander,5,Nerium oleander,"sun, partial sun",8.00
Rockrose,5,Pavonia lasiopetala,"sun, partial sun",8.00
Pinyon Pine,5,Pinus cembroides,sun,8.00
Aleppo Pine,5,Pinus halepensis,sun,8.00
Chinese Pistachio,5,Pistachia chinensis,sun,8.00
Yellow Bells or Esperanza,5,Tecoma stans var. angustata,"sun, partial sun",8.00
Cherry-Laurel,5,Prunus caroliniana,"sun, partial sun, shade",8.00
Dusty Miller,5,Senecio cineraria,"sun, partial sun",7.21
Powis Castle Artemisia,5,Artemisia,sun,7.20
Evening Primrose,5,Oenothera speciosa,"sun, partial sun",7.20
Water Lilies,5,Nymphaea spp.,"sun, partial sun",7.20
Cotoneasters,5,Cotoneaster spp.,"sun, partial sun",7.20
Water Lotus,5,Nelumbo spp.,"sun, partial sun",7.20
Shore Juniper,5,Juniperus conferta,sun,7.20
Horsetail,5,Equisetum hyemale,"sun, partial sun, shade",7.20
Creeping Juniper,5,Juniperus horizontalis,sun,7.20
Common Baldcypress,5,Taxodium distichum var. distichum,sun,7.20
Common Smokebush,5,Cotinus coggygria,"sun, partial sun",7.20
Texas Redbud,5,Cercis canadensis var. texensis,sun,7.20
Japanese Barberry,5,Berberis thunbergii,"sun, partial sun",7.20
Afghan Pine,5,Pinus eldarica,"sun, partial sun",7.20
Chinese Trumpetcreeper,5,Campsis grandiflora,"sun, partial sun",7.20
Black Willow,5,Salix nigra,sun,7.20
Mexican Redbud,5,Cercis canadensis var. mexicana,sun,7.20
Japanese Garden Juniper,5,Juniperus procumbens,sun,7.20
Pansy,5,Viola x wittrockiana,"sun, partial sun",7.01
Poppies,5,Papaver spp.,"sun, partial sun",7.01
Tulips,5,Tulipa spp.,sun,7.01
Petunia,5,Petunia x hybrida,"sun, partial sun",7.01
Johnny-Jump-Up,5,Viola tricolor,"sun, partial sun",7.01
American Elderberry,5,Sambucus canadensis,"sun, partial sun",7.00
Bougainvillea Goldenraintree or Chinese Flame Tree,5,Koelreuteria bipinnata,sun,7.00
Copperbark Crapemyrtle,5,Lagerstroemia fauriei,sun,7.00
Common Crapemyrtle,5,Lagerstroemia indica,sun,7.00
Texas Palmetto or Texas Sabal,5,Sabal mexicana,"sun, partial sun",7.00
Dwarf Palmetto Palm,5,Sabal minor,"sun, partial sun, shade",7.00
Coconut Palm,5,Cocos nucifera,sun,7.00
Golden Bamboo,5,Phyllostachys aurea,"sun, partial sun, shade",7.00
German Iris or Bearded Iris,5,Iris x germanica,"sun, partial sun",7.00
"Hankow Willow, Dragon's Claw Willow, Globe Willow",5,Salix matsudana,sun,7.00
Salvias or Sages,5,Salvia spp.,"sun, partial sun",7.00
Palmetto Palm,5,Sabal palmetto,"sun, partial sun",7.00
Quihoui Privet,5,Ligustrum quihoui,"sun, partial sun, shade",7.00
Liriope or Lilyturf,5,Liriope muscari,"sun, partial sun, shade",7.00
Japanese Honeysuckle,5,Lonicera japonica,"sun, partial sun",7.00
Formosa Firethorn,5,Pyracantha koidzumii,"sun, partial sun",7.00
Scarlet Firethorn,5,Pyracantha coccinea,"sun, partial sun",7.00
Perennial Fountain Grass,5,Pennisetum alopecuroides,"sun, partial sun",7.00
Annual Fountain Grass or Crimson Fountaingrass,5,Pennisetum setaceum,"sun, partial sun",7.00
Mexican Plum,5,Prunus mexicana,sun,7.00
Chinese Photinia,5,Photinia serratifolia   (Photinia serrulata),"sun, partial sun",7.00
Black Bamboo,5,Phyllostachys nigra,"sun, partial sun, shade",7.00
Blue Plumbago,5,Plumbago auriculata,"sun, partial sun",7.00
Japanese Black Pine,5,Pinus thunbergiana,sun,7.00
Olive,5,Olea europa,sun,7.00
Myrtle,5,Myrtus communis,"sun, partial sun",7.00
Coral Honeysuckle,5,Lonicera sempervirens,"sun, partial sun",7.00
Leatherleaf Mahonia,5,Mahonia bealei,shade,7.00
Barbados Cherry,5,Malpighia glabra,"sun, partial sun",7.00
Bougainvillea or Tissue-Paper Flower,5,Bougainvillea spectabilis,"sun, partial sun",7.00
Giant Turk's Cap,5,Malvaviscus arboreus var. mexicanus,"sun, partial sun",7.00
Turk's Cap,5,Malvaviscus arboreus var. drummondii,"sun, partial sun, shade",7.00
Mandevilla,5,Mandevilla x amabilis,"sun, partial sun",7.00
Chinese Silver Grass,5,Miscanthus sinensis,"sun, partial sun",7.00
Dwarf Waxmyrtle,5,Myrica pussilla,"sun, partial sun",7.00
Sycamore or American Planetree,5,Platanus occidentalis,sun,7.00
Globe Amaranth or Bachelor's Button,5,Gomphrena globosa,"sun, partial sun",7.00
White Ash,5,Fraxinus americana,sun,7.00
Green Ash,5,Fraxinus pennsylvanica,sun,7.00
"Eucalyptus, Gum Tree, or Ironbarks",5,Eucalyptus spp.,sun,7.00
Italian Cypress,5,Cupressus sempervirens,sun,7.00
Ginkgo or Maidenhair Tree,5,Ginkgo biloba,sun,7.00
Japanese Blueberry Tree,5,Elaeocarpus decipiens,"sun, partial sun",7.00
Red Gomphrena,5,Gomphrena haageana,"sun, partial sun",7.00
Asian Jasmine,5,Trachelospermum asiaticum,"sun, partial sun, shade",7.00
Euryops Daisy,5,Euryops pectinatus,"sun, partial sun",7.00
Blue Daze,5,Evolvulus nuttallianus,"sun, partial sun",7.00
Climbing Fig or Creeping Fig,5,Ficus pumila,"sun, partial sun, shade",7.00
